pathway,time_days,n_at_risk,events,censored,survival,estimator_note
mcrpc,90.0,330,1,0,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,100.0,329,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,101.0,328,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,104.0,327,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,108.0,326,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,109.0,325,0,2,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,113.0,323,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,114.0,322,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,119.0,321,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,133.0,320,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,135.0,319,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,137.0,318,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,138.0,317,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,146.0,316,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,154.0,315,0,2,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,169.0,313,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,173.0,312,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,174.0,311,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,178.0,310,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,183.0,309,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,184.0,308,0,3,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,189.0,305,0,2,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,190.0,303,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,203.0,302,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,205.0,301,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,207.0,300,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,208.0,299,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,211.0,298,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,212.0,297,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,213.0,296,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,214.0,295,0,1,0.9911223673687016,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,217.0,294,1,0,0.9877512028538421,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,221.0,293,0,1,0.9877512028538421,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,227.0,292,0,1,0.9877512028538421,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,231.0,291,0,1,0.9877512028538421,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,234.0,290,0,1,0.9877512028538421,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,241.0,289,0,1,0.9877512028538421,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,243.0,288,1,0,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,249.0,287,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,252.0,286,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,254.0,285,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,257.0,284,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,261.0,283,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,271.0,282,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,272.0,281,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,273.0,280,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,278.0,279,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,283.0,278,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,289.0,277,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,290.0,276,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,298.0,275,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,302.0,274,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,309.0,272,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,313.0,271,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,326.0,270,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,327.0,269,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,334.0,268,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,338.0,267,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,342.0,266,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,350.0,264,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,351.0,263,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,355.0,261,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,356.0,260,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,362.0,259,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,363.0,258,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,372.0,257,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,376.0,256,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,383.0,255,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,388.0,254,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,390.0,253,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,391.0,252,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,395.0,250,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,399.0,249,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,419.0,247,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,422.0,246,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,424.0,245,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,426.0,244,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,435.0,243,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,437.0,242,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,438.0,241,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,447.0,240,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,449.0,239,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,454.0,238,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,460.0,237,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,461.0,236,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,462.0,235,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,463.0,234,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,473.0,233,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,478.0,232,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,485.0,231,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,491.0,230,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,501.0,229,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,507.0,228,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,508.0,227,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,509.0,226,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,510.0,225,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,515.0,224,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,518.0,223,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,523.0,222,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,525.0,221,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,528.0,220,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,536.0,219,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,537.0,218,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,541.0,217,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,543.0,216,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,544.0,215,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,556.0,214,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,559.0,213,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,567.0,212,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,568.0,211,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,570.0,210,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,571.0,209,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,575.0,208,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,577.0,206,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,578.0,205,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,582.0,204,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,583.0,203,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,585.0,202,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,590.0,201,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,595.0,200,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,598.0,199,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,605.0,198,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,637.0,197,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,642.0,196,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,647.0,195,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,653.0,194,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,665.0,193,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,695.0,192,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,698.0,191,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,700.0,190,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,708.0,189,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,714.0,188,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,728.0,187,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,733.0,186,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,742.0,185,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,754.0,184,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,762.0,183,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,765.0,182,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,767.0,181,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,793.0,180,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,797.0,179,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,802.0,177,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,817.0,176,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,820.0,175,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,829.0,174,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,832.0,173,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,834.0,172,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,837.0,171,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,838.0,170,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,842.0,169,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,843.0,167,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,845.0,166,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,846.0,165,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,849.0,164,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,853.0,163,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,872.0,162,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,874.0,161,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,878.0,160,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,880.0,159,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,894.0,158,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,899.0,157,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,907.0,156,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,910.0,155,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,914.0,154,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,919.0,153,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,923.0,151,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,930.0,150,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,936.0,149,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,949.0,148,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,950.0,147,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,951.0,146,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,952.0,145,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,956.0,144,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,972.0,143,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,988.0,142,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,997.0,141,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1018.0,140,0,2,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1037.0,138,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1038.0,137,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1039.0,136,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1041.0,135,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1056.0,134,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1079.0,133,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1099.0,132,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1129.0,131,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
mcrpc,1135.0,130,0,1,0.9843215111772663,"Standard KM; death and LTFU right-censored. Competing incidence is descriptive, so initiation probability may be overestimated."
