pathway,gap_threshold_days,landmark_days,landmark_label,segment_dimension,segment_value,initiated_n,risk_set_evaluable_n,excluded_insufficient_follow_up_n,persistent_n,persistence_rate,persistence_percent,persistence_failure_n,temporary_gap_restarted_n,documented_or_terminal_gap_discontinuation_n,switch_competing_event_n,death_competing_event_n,lost_to_follow_up_competing_event_n,administrative_censoring_before_landmark_n,unknown_before_landmark_n,conclusion_type,causal_interpretation_allowed
mhspc_mcspc,30,90,3_months,market,CN,242,242,0,229,0.9462809917355371,94.62809917355372,13,13,0,0,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,market,CN,242,239,3,168,0.702928870292887,70.2928870292887,67,48,19,4,2,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,market,CN,242,235,7,98,0.41702127659574467,41.702127659574465,125,71,54,12,5,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,market,DE,310,307,3,279,0.9087947882736156,90.87947882736157,28,27,1,0,3,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,market,DE,310,301,9,209,0.6943521594684385,69.43521594684385,88,68,20,4,8,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,market,DE,310,296,14,127,0.42905405405405406,42.9054054054054,156,97,59,13,12,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,market,FR,183,183,0,169,0.9234972677595629,92.34972677595628,13,13,0,1,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,market,FR,183,178,5,122,0.6853932584269663,68.53932584269663,51,36,15,5,3,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,market,FR,183,172,11,74,0.43023255813953487,43.02325581395349,89,52,37,9,9,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,market,JP,288,286,2,257,0.8986013986013986,89.86013986013987,29,29,0,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,market,JP,288,283,5,180,0.6360424028268551,63.60424028268551,97,76,21,6,5,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,market,JP,288,279,9,114,0.40860215053763443,40.86021505376344,156,104,52,9,9,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,market,US,516,509,7,483,0.9489194499017681,94.89194499017681,26,23,3,0,7,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,market,US,516,498,18,342,0.6867469879518072,68.67469879518072,142,103,39,14,16,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,market,US,516,493,23,210,0.4259634888438134,42.59634888438134,254,160,94,29,18,5,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,care_setting,academic_oncology,377,375,2,347,0.9253333333333333,92.53333333333333,28,26,2,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,care_setting,academic_oncology,377,369,8,259,0.7018970189701897,70.18970189701896,105,76,29,5,8,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,care_setting,academic_oncology,377,363,14,158,0.43526170798898073,43.52617079889807,186,119,67,19,12,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,care_setting,community_oncology,156,154,2,140,0.9090909090909091,90.9090909090909,14,14,0,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,care_setting,community_oncology,156,150,6,97,0.6466666666666666,64.66666666666667,51,42,9,2,6,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,care_setting,community_oncology,156,148,8,53,0.3581081081081081,35.810810810810814,86,56,30,9,8,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,care_setting,community_urology,922,917,5,856,0.9334787350054525,93.34787350054526,60,58,2,1,5,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,care_setting,community_urology,922,901,21,623,0.6914539400665927,69.14539400665927,256,189,67,22,15,6,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,care_setting,community_urology,922,886,36,388,0.43792325056433407,43.792325056433405,458,279,179,40,27,9,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,90,3_months,care_setting,mixed_pathway,296,291,5,270,0.9278350515463918,92.78350515463917,21,19,2,0,5,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,180,6_months,care_setting,mixed_pathway,296,285,11,186,0.6526315789473685,65.26315789473684,92,63,29,7,11,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,30,365,12_months,care_setting,mixed_pathway,296,279,17,115,0.4121863799283154,41.21863799283154,148,88,60,16,15,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,overall,ALL,1751,1736,15,1723,0.9925115207373272,99.25115207373273,12,6,6,1,14,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,overall,ALL,1751,1701,50,1420,0.8348030570252792,83.48030570252793,239,114,125,42,42,8,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,overall,ALL,1751,1661,90,970,0.5839855508729681,58.398555087296806,587,217,370,104,69,21,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,AU,91,91,0,90,0.989010989010989,98.9010989010989,1,0,1,0,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,AU,91,87,4,78,0.896551724137931,89.65517241379311,8,3,5,1,4,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,AU,91,85,6,58,0.6823529411764706,68.23529411764706,22,5,17,5,5,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,CA,121,119,2,118,0.9915966386554622,99.15966386554622,1,0,1,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,CA,121,118,3,98,0.8305084745762712,83.05084745762711,18,4,14,2,3,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,CA,121,112,9,66,0.5892857142857143,58.92857142857143,39,10,29,7,7,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,CN,242,242,0,241,0.9958677685950413,99.58677685950413,1,1,0,0,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,CN,242,239,3,204,0.8535564853556485,85.35564853556485,31,14,17,4,2,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,CN,242,235,7,131,0.5574468085106383,55.744680851063826,89,31,58,15,5,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,DE,310,306,4,304,0.9934640522875817,99.34640522875817,2,1,1,0,3,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,DE,310,300,10,250,0.8333333333333334,83.33333333333333,44,22,22,6,8,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,DE,310,295,15,169,0.5728813559322034,57.28813559322034,108,41,67,18,12,3,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,FR,183,183,0,181,0.9890710382513661,98.90710382513662,1,1,0,1,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,FR,183,177,6,147,0.8305084745762712,83.05084745762711,25,10,15,5,4,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,FR,183,170,13,99,0.5823529411764706,58.23529411764706,61,22,39,10,10,3,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,JP,288,286,2,284,0.993006993006993,99.3006993006993,2,2,0,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,JP,288,282,6,229,0.8120567375886525,81.20567375886525,46,29,17,7,5,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,JP,288,275,13,163,0.5927272727272728,59.27272727272727,100,43,57,12,10,3,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,market,US,516,509,7,505,0.9921414538310412,99.21414538310412,4,1,3,0,7,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,market,US,516,498,18,414,0.8313253012048193,83.13253012048193,67,32,35,17,16,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,market,US,516,489,27,284,0.5807770961145194,58.077709611451944,168,65,103,37,20,7,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,care_setting,academic_oncology,377,375,2,370,0.9866666666666667,98.66666666666667,5,3,2,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,care_setting,academic_oncology,377,368,9,307,0.8342391304347826,83.42391304347827,54,29,25,7,8,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,care_setting,academic_oncology,377,361,16,208,0.5761772853185596,57.61772853185595,126,51,75,27,12,4,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,care_setting,community_oncology,156,154,2,154,1.0,100.0,0,0,0,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,care_setting,community_oncology,156,150,6,129,0.86,86.0,18,10,8,3,6,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,care_setting,community_oncology,156,145,11,78,0.5379310344827586,53.793103448275865,56,24,32,11,9,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,care_setting,community_urology,922,917,5,911,0.9934569247546347,99.34569247546347,5,3,2,1,5,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,care_setting,community_urology,922,899,23,751,0.8353726362625139,83.53726362625139,126,62,64,22,17,6,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,care_setting,community_urology,922,881,41,526,0.5970488081725313,59.70488081725312,312,118,194,43,30,11,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,90,3_months,care_setting,mixed_pathway,296,290,6,288,0.993103448275862,99.3103448275862,2,0,2,0,5,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,180,6_months,care_setting,mixed_pathway,296,284,12,233,0.8204225352112676,82.04225352112677,41,13,28,10,11,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,60,365,12_months,care_setting,mixed_pathway,296,274,22,158,0.5766423357664233,57.66423357664234,93,24,69,23,18,4,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,overall,ALL,1751,1736,15,1727,0.994815668202765,99.4815668202765,8,2,6,1,14,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,overall,ALL,1751,1701,50,1506,0.8853615520282186,88.53615520282187,151,50,101,44,42,8,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,overall,ALL,1751,1659,92,1073,0.6467751657625075,64.67751657625075,478,120,358,108,71,21,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,AU,91,91,0,90,0.989010989010989,98.9010989010989,1,0,1,0,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,AU,91,87,4,81,0.9310344827586207,93.10344827586206,5,0,5,1,4,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,AU,91,85,6,62,0.7294117647058823,72.94117647058823,18,0,18,5,5,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,CA,121,119,2,118,0.9915966386554622,99.15966386554622,1,0,1,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,CA,121,118,3,102,0.864406779661017,86.44067796610169,14,2,12,2,3,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,CA,121,112,9,69,0.6160714285714286,61.607142857142854,36,6,30,7,7,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,CN,242,242,0,242,1.0,100.0,0,0,0,0,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,CN,242,239,3,223,0.9330543933054394,93.30543933054393,12,3,9,4,2,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,CN,242,234,8,144,0.6153846153846154,61.53846153846154,75,20,55,15,6,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,DE,310,306,4,305,0.9967320261437909,99.67320261437908,1,0,1,0,3,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,DE,310,300,10,264,0.88,88.0,28,8,20,8,8,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,DE,310,295,15,189,0.6406779661016949,64.0677966101695,85,20,65,21,12,3,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,FR,183,183,0,181,0.9890710382513661,98.90710382513662,1,1,0,1,0,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,FR,183,177,6,154,0.8700564971751412,87.00564971751412,18,6,12,5,4,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,FR,183,170,13,113,0.6647058823529411,66.47058823529412,47,11,36,10,10,3,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,JP,288,286,2,286,1.0,100.0,0,0,0,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,JP,288,282,6,245,0.8687943262411347,86.87943262411348,30,17,13,7,5,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,JP,288,274,14,175,0.6386861313868614,63.86861313868613,87,27,60,12,11,3,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,market,US,516,509,7,505,0.9921414538310412,99.21414538310412,4,1,3,0,7,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,market,US,516,498,18,437,0.8775100401606426,87.75100401606426,44,14,30,17,16,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,market,US,516,489,27,321,0.656441717791411,65.6441717791411,130,36,94,38,20,7,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,care_setting,academic_oncology,377,375,2,373,0.9946666666666667,99.46666666666667,2,0,2,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,care_setting,academic_oncology,377,368,9,329,0.8940217391304348,89.40217391304348,31,12,19,8,8,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,care_setting,academic_oncology,377,361,16,227,0.628808864265928,62.880886426592795,105,31,74,29,12,4,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,care_setting,community_oncology,156,154,2,154,1.0,100.0,0,0,0,0,2,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,care_setting,community_oncology,156,150,6,134,0.8933333333333333,89.33333333333333,13,6,7,3,6,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,care_setting,community_oncology,156,145,11,85,0.5862068965517241,58.62068965517241,48,17,31,12,9,2,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,care_setting,community_urology,922,917,5,912,0.9945474372955289,99.45474372955289,4,2,2,1,5,0,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,care_setting,community_urology,922,899,23,801,0.8909899888765295,89.09899888765295,76,27,49,22,17,6,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,care_setting,community_urology,922,879,43,588,0.6689419795221843,66.89419795221843,248,60,188,43,32,11,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,90,3_months,care_setting,mixed_pathway,296,290,6,288,0.993103448275862,99.3103448275862,2,0,2,0,5,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,180,6_months,care_setting,mixed_pathway,296,284,12,242,0.852112676056338,85.21126760563381,31,5,26,11,11,1,0,0,DESCRIPTIVE,False
mhspc_mcspc,90,365,12_months,care_setting,mixed_pathway,296,274,22,173,0.6313868613138686,63.13868613138686,77,12,65,24,18,4,0,0,DESCRIPTIVE,False
