variable,missingness_indicator,grouping_dimension,group_value,group_n,missing_n,observed_n,missing_rate,overall_missing_rate,delta_vs_overall,between_group_range_percentage_points,appears_associated_with_outcome,missingness_mechanism,interpretation
race,race__missing,care_setting,community_oncology,885,16,869,0.01807909604519774,0.0291,-0.01102090395480226,1.4369281535923202,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,care_setting,community_urology,5288,159,5129,0.03006807866868381,0.0291,0.0009680786686838104,1.4369281535923202,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,care_setting,mixed_pathway,1793,50,1743,0.02788622420524261,0.0291,-0.0012137757947573921,1.4369281535923202,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,provider_specialty,urology,10000,291,9709,0.0291,0.0291,0.0,0.0,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,calendar_period,2019-2020,3460,122,3338,0.03526011560693642,0.0291,0.0061601156069364185,0.9510441552177618,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,calendar_period,2021-2022,3472,90,3382,0.025921658986175114,0.0291,-0.003178341013824887,0.9510441552177618,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,calendar_period,2023-2024,3068,79,2989,0.025749674054758802,0.0291,-0.003350325945241199,0.9510441552177618,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,initiation_outcome,INITIATED_WITHIN_90D,1700,50,1650,0.029411764705882353,0.0291,0.00031176470588235167,1.1344918845890475,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,initiation_outcome,NOT_ELIGIBLE,7719,218,7501,0.02824200025910092,0.0291,-0.0008579997408990798,1.1344918845890475,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,initiation_outcome,NOT_INITIATED_WITHIN_90D,581,23,558,0.039586919104991396,0.0291,0.010486919104991395,1.1344918845890475,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,persistence_outcome,CENSORED_NOT_EVALUABLE,90,2,88,0.022222222222222223,0.0291,-0.006877777777777778,2.337430610626487,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,persistence_outcome,DISCONTINUED,587,15,572,0.02555366269165247,0.0291,-0.0035463373083475316,2.337430610626487,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,persistence_outcome,NOT_APPLICABLE,8249,241,8008,0.029215662504546006,0.0291,0.00011566250454600469,2.337430610626487,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,persistence_outcome,PERSISTENT,970,32,938,0.032989690721649485,0.0291,0.0038896907216494844,2.337430610626487,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
race,race__missing,persistence_outcome,SWITCHED,104,1,103,0.009615384615384616,0.0291,-0.019484615384615385,2.337430610626487,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,AU,800,46,754,0.0575,0.0436,0.013900000000000003,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,CA,900,61,839,0.06777777777777778,0.0436,0.024177777777777784,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,CN,1200,74,1126,0.06166666666666667,0.0436,0.01806666666666667,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,DE,1800,64,1736,0.035555555555555556,0.0436,-0.008044444444444444,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,FR,1100,57,1043,0.05181818181818182,0.0436,0.008218181818181819,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,JP,1600,46,1554,0.02875,0.0436,-0.014849999999999999,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,market,US,2600,88,2512,0.033846153846153845,0.0436,-0.009753846153846155,3.9027777777777786,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,disease_state,localized,5055,233,4822,0.04609297725024728,0.0436,0.0024929772502472816,3.961809417871709,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,disease_state,locally_advanced,1729,72,1657,0.04164256795835743,0.0436,-0.0019574320416425664,3.961809417871709,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,disease_state,mCRPC,362,17,345,0.04696132596685083,0.0436,0.003361325966850827,3.961809417871709,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,disease_state,mHSPC,2192,81,2111,0.03695255474452555,0.0436,-0.006647445255474449,3.961809417871709,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,disease_state,metastatic_other,290,8,282,0.027586206896551724,0.0436,-0.016013793103448276,3.961809417871709,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,disease_state,unknown,372,25,347,0.06720430107526881,0.0436,0.023604301075268813,3.961809417871709,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,active_surveillance_vs_advanced,active_surveillance,5055,233,4822,0.04609297725024728,0.0436,0.0024929772502472816,0.8897042530815475,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,active_surveillance_vs_advanced,advanced_disease,2844,106,2738,0.03727144866385373,0.0436,-0.006328551336146272,0.8897042530815475,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,active_surveillance_vs_advanced,localized_or_other_non_as,2101,97,2004,0.0461684911946692,0.0436,0.0025684911946692035,0.8897042530815475,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,care_setting,academic_oncology,2034,81,1953,0.03982300884955752,0.0436,-0.0037769911504424783,2.586518192216435,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,care_setting,community_oncology,885,24,861,0.02711864406779661,0.0436,-0.01648135593220339,2.586518192216435,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,care_setting,community_urology,5288,236,5052,0.04462934947049924,0.0436,0.0010293494704992426,2.586518192216435,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,care_setting,mixed_pathway,1793,95,1698,0.05298382598996096,0.0436,0.009383825989960959,2.586518192216435,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,provider_specialty,urology,10000,436,9564,0.0436,0.0436,0.0,0.0,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,calendar_period,2019-2020,3460,131,3329,0.03786127167630058,0.0436,-0.00573872832369942,1.1682404986020147,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,calendar_period,2021-2022,3472,153,3319,0.04406682027649769,0.0436,0.00046682027649769253,1.1682404986020147,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,calendar_period,2023-2024,3068,152,2916,0.04954367666232073,0.0436,0.005943676662320728,1.1682404986020147,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,initiation_outcome,INITIATED_WITHIN_90D,1700,65,1635,0.03823529411764706,0.0436,-0.005364705882352938,1.1048803508966747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,initiation_outcome,NOT_ELIGIBLE,7719,351,7368,0.045472211426350564,0.0436,0.0018722114263505646,1.1048803508966747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,initiation_outcome,NOT_INITIATED_WITHIN_90D,581,20,561,0.03442340791738382,0.0436,-0.009176592082616182,1.1048803508966747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,persistence_outcome,CENSORED_NOT_EVALUABLE,90,3,87,0.03333333333333333,0.0436,-0.010266666666666667,1.4743589743589747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,persistence_outcome,DISCONTINUED,587,24,563,0.04088586030664395,0.0436,-0.0027141396933560505,1.4743589743589747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,persistence_outcome,NOT_APPLICABLE,8249,370,7879,0.04485392168747727,0.0436,0.0012539216874772677,1.4743589743589747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,persistence_outcome,PERSISTENT,970,34,936,0.03505154639175258,0.0436,-0.008548453608247422,1.4743589743589747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
ethnicity,ethnicity__missing,persistence_outcome,SWITCHED,104,5,99,0.04807692307692308,0.0436,0.00447692307692308,1.4743589743589747,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,AU,800,20,780,0.025,0.0277,-0.0026999999999999975,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,CA,900,29,871,0.03222222222222222,0.0277,0.004522222222222223,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,CN,1200,65,1135,0.05416666666666667,0.0277,0.02646666666666667,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,DE,1800,29,1771,0.01611111111111111,0.0277,-0.011588888888888888,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,FR,1100,41,1059,0.03727272727272727,0.0277,0.009572727272727271,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,JP,1600,25,1575,0.015625,0.0277,-0.012074999999999999,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,market,US,2600,68,2532,0.026153846153846153,0.0277,-0.0015461538461538464,3.854166666666667,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,disease_state,localized,5055,126,4929,0.024925816023738872,0.0277,-0.002774183976261127,1.6510648064658917,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,disease_state,locally_advanced,1729,48,1681,0.027761711972238288,0.0277,6.171197223828889e-05,1.6510648064658917,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,disease_state,mCRPC,362,15,347,0.04143646408839779,0.0277,0.01373646408839779,1.6510648064658917,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,disease_state,mHSPC,2192,68,2124,0.03102189781021898,0.0277,0.0033218978102189795,1.6510648064658917,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,disease_state,metastatic_other,290,9,281,0.03103448275862069,0.0277,0.0033344827586206903,1.6510648064658917,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,disease_state,unknown,372,11,361,0.02956989247311828,0.0277,0.0018698924731182821,1.6510648064658917,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,active_surveillance_vs_advanced,active_surveillance,5055,126,4929,0.024925816023738872,0.0277,-0.002774183976261127,0.7422988476964366,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,active_surveillance_vs_advanced,advanced_disease,2844,92,2752,0.03234880450070324,0.0277,0.004648804500703239,0.7422988476964366,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,active_surveillance_vs_advanced,localized_or_other_non_as,2101,59,2042,0.028081865778200855,0.0277,0.0003818657782008565,0.7422988476964366,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,care_setting,academic_oncology,2034,63,1971,0.030973451327433628,0.0277,0.003273451327433629,1.1764411779411028,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,care_setting,community_oncology,885,17,868,0.0192090395480226,0.0277,-0.008490960451977399,1.1764411779411028,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,care_setting,community_urology,5288,155,5133,0.02931164901664145,0.0277,0.0016116490166414518,1.1764411779411028,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,care_setting,mixed_pathway,1793,42,1751,0.023424428332403793,0.0277,-0.004275571667596206,1.1764411779411028,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,provider_specialty,urology,10000,277,9723,0.0277,0.0277,0.0,0.0,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,calendar_period,2019-2020,3460,96,3364,0.027745664739884393,0.0277,4.566473988439415e-05,0.1786315106435392,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,calendar_period,2021-2022,3472,99,3373,0.028513824884792628,0.0277,0.0008138248847926292,0.1786315106435392,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,calendar_period,2023-2024,3068,82,2986,0.026727509778357236,0.0277,-0.0009724902216427626,0.1786315106435392,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,initiation_outcome,INITIATED_WITHIN_90D,1700,53,1647,0.031176470588235295,0.0277,0.003476470588235296,0.9845834952714079,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,initiation_outcome,NOT_ELIGIBLE,7719,203,7516,0.02629874336053893,0.0277,-0.0014012566394610675,0.9845834952714079,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,initiation_outcome,NOT_INITIATED_WITHIN_90D,581,21,560,0.03614457831325301,0.0277,0.008444578313253012,0.9845834952714079,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,persistence_outcome,CENSORED_NOT_EVALUABLE,90,2,88,0.022222222222222223,0.0277,-0.005477777777777776,3.547008547008547,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,persistence_outcome,DISCONTINUED,587,18,569,0.030664395229982964,0.0277,0.002964395229982965,3.547008547008547,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,persistence_outcome,NOT_APPLICABLE,8249,221,8028,0.026791126197114802,0.0277,-0.0009088738028851968,3.547008547008547,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,persistence_outcome,PERSISTENT,970,30,940,0.030927835051546393,0.0277,0.003227835051546394,3.547008547008547,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
insurance_type,insurance_type__missing,persistence_outcome,SWITCHED,104,6,98,0.057692307692307696,0.0277,0.029992307692307697,3.547008547008547,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,AU,800,47,753,0.05875,0.0488,0.009949999999999994,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,CA,900,43,857,0.04777777777777778,0.0488,-0.001022222222222223,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,CN,1200,102,1098,0.085,0.0488,0.0362,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,DE,1800,74,1726,0.04111111111111111,0.0488,-0.007688888888888891,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,FR,1100,77,1023,0.07,0.0488,0.021200000000000004,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,JP,1600,45,1555,0.028125,0.0488,-0.020675000000000002,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,market,US,2600,100,2500,0.038461538461538464,0.0488,-0.01033846153846154,5.687500000000001,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,disease_state,localized,5055,247,4808,0.048862512363996045,0.0488,6.251236399604232e-05,1.9033452735110195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,disease_state,locally_advanced,1729,95,1634,0.054945054945054944,0.0488,0.006145054945054941,1.9033452735110195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,disease_state,mCRPC,362,13,349,0.03591160220994475,0.0488,-0.012888397790055253,1.9033452735110195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,disease_state,mHSPC,2192,101,2091,0.04607664233576642,0.0488,-0.0027233576642335805,1.9033452735110195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,disease_state,metastatic_other,290,14,276,0.04827586206896552,0.0488,-0.0005241379310344865,1.9033452735110195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,disease_state,unknown,372,18,354,0.04838709677419355,0.0488,-0.00041290322580645605,1.9033452735110195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,active_surveillance_vs_advanced,active_surveillance,5055,247,4808,0.048862512363996045,0.0488,6.251236399604232e-05,0.8776880073851377,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,active_surveillance_vs_advanced,advanced_disease,2844,128,2716,0.0450070323488045,0.0488,-0.0037929676511955016,0.8776880073851377,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,active_surveillance_vs_advanced,localized_or_other_non_as,2101,113,1988,0.05378391242265588,0.0488,0.004983912422655876,0.8776880073851377,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,care_setting,academic_oncology,2034,110,1924,0.05408062930186824,0.0488,0.005280629301868234,2.2442211222772195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,care_setting,community_oncology,885,28,857,0.031638418079096044,0.0488,-0.01716158192090396,2.2442211222772195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,care_setting,community_urology,5288,274,5014,0.051815431164901664,0.0488,0.0030154311649016607,2.2442211222772195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,care_setting,mixed_pathway,1793,76,1717,0.042387060791968766,0.0488,-0.0064129392080312375,2.2442211222772195,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,provider_specialty,urology,10000,488,9512,0.0488,0.0488,0.0,0.0,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,calendar_period,2019-2020,3460,164,3296,0.047398843930635835,0.0488,-0.0014011560693641678,0.4907203239625325,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,calendar_period,2021-2022,3472,180,3292,0.05184331797235023,0.0488,0.003043317972350225,0.4907203239625325,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,calendar_period,2023-2024,3068,144,2924,0.0469361147327249,0.0488,-0.0018638852672751005,0.4907203239625325,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,initiation_outcome,INITIATED_WITHIN_90D,1700,71,1629,0.04176470588235294,0.0488,-0.007035294117647063,0.8500872560450533,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,initiation_outcome,NOT_ELIGIBLE,7719,388,7331,0.05026557844280347,0.0488,0.0014655784428034696,0.8500872560450533,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,initiation_outcome,NOT_INITIATED_WITHIN_90D,581,29,552,0.04991394148020654,0.0488,0.0011139414802065345,0.8500872560450533,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,persistence_outcome,CENSORED_NOT_EVALUABLE,90,6,84,0.06666666666666667,0.0488,0.017866666666666663,2.8205128205128203,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,persistence_outcome,DISCONTINUED,587,27,560,0.04599659284497445,0.0488,-0.0028034071550255557,2.8205128205128203,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,persistence_outcome,NOT_APPLICABLE,8249,413,7836,0.05006667474845436,0.0488,0.0012666747484543564,2.8205128205128203,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,persistence_outcome,PERSISTENT,970,38,932,0.03917525773195876,0.0488,-0.00962474226804124,2.8205128205128203,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
psa_value,psa_value__missing,persistence_outcome,SWITCHED,104,4,100,0.038461538461538464,0.0488,-0.01033846153846154,2.8205128205128203,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,AU,800,42,758,0.0525,0.0412,0.011299999999999998,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,CA,900,48,852,0.05333333333333334,0.0412,0.012133333333333336,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,CN,1200,75,1125,0.0625,0.0412,0.0213,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,DE,1800,46,1754,0.025555555555555557,0.0412,-0.015644444444444443,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,FR,1100,65,1035,0.05909090909090909,0.0412,0.01789090909090909,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,JP,1600,37,1563,0.023125,0.0412,-0.018075,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,market,US,2600,99,2501,0.03807692307692308,0.0412,-0.003123076923076923,3.9375,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,disease_state,localized,5055,208,4847,0.041147378832838775,0.0412,-5.262116716122506e-05,1.5746562435866343,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
gleason_score,gleason_score__missing,disease_state,locally_advanced,1729,83,1646,0.04800462695199537,0.0412,0.0068046269519953725,1.5746562435866343,False,collected-but-unavailable or market/source dependent,descriptive association only; no imputation or causal claim
