pathway,pathway_label,market_code,market_group,market_depth,care_setting,provider_specialty,academic_vs_community,n,eligible_n,eligible_observed_n,eligible_proxy_n,eligibility_uncertain_n,evaluable_eligible_n,censored_before_window_n,initiated_n,eligible_but_not_initiated_n,initiation_rate,treatment_gap,wilson_95_lower,wilson_95_upper,non_intensified_n,non_intensified_rate,follow_up_adequacy,missingness_rate,confidence_category,actionability,conclusion_type,initiation_event_type,feasibility_proxy,feasibility_proxy_definition,data_confidence_score,analytical_priority_score,ranking_basis,business_value_input,business_value_status,pathway_rank
mcrpc,mCRPC,US,Deep,deep,academic_oncology,urology,academic,14,13,0,13,0,11,2,0,11,0.0,1.0,2.7755575615628914e-17,0.2588400172488141,,,0.8461538461538461,0.0,LOW,TOO_SMALL,PROXY-BASED,treatment_initiation,0.8461538461538461,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.35,3.2576923076923077,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,14
mcrpc,mCRPC,JP,Deep,deep,academic_oncology,urology,academic,8,8,0,8,0,7,1,0,7,0.0,1.0,0.0,0.35433884297520657,,,0.875,0.0,LOW,TOO_SMALL,PROXY-BASED,treatment_initiation,0.875,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.35,2.14375,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,15
mhspc_mcspc,mHSPC/mCSPC,US,Deep,deep,community_urology,urology,community,370,352,352,0,0,352,0,264,88,0.75,0.25,0.7022288861664626,0.7923732064500274,62.0,0.23484848484848486,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,88.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,1
mhspc_mcspc,mHSPC/mCSPC,CN,Scan,scan,academic_oncology,urology,academic,214,205,205,0,0,205,0,110,95,0.5365853658536586,0.46341463414634143,0.46827709637560655,0.6035476741681932,26.0,0.23636363636363636,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,66.5,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,2
mhspc_mcspc,mHSPC/mCSPC,CN,Scan,scan,community_urology,urology,community,179,174,174,0,0,174,0,96,78,0.5517241379310345,0.4482758620689655,0.4775057515670732,0.6237079127274451,18.0,0.1875,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,54.599999999999994,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,3
mhspc_mcspc,mHSPC/mCSPC,CA,Scan,scan,mixed_pathway,urology,mixed_or_other,173,165,165,0,0,165,0,113,52,0.6848484848484848,0.3151515151515152,0.6104399452673452,0.7508454251626908,22.0,0.19469026548672566,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,36.4,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,4
mhspc_mcspc,mHSPC/mCSPC,US,Deep,deep,mixed_pathway,urology,mixed_or_other,144,139,139,0,0,139,0,108,31,0.7769784172661871,0.2230215827338129,0.7008577684155342,0.8382008811655404,26.0,0.24074074074074073,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,31.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,5
mhspc_mcspc,mHSPC/mCSPC,DE,Deep,deep,community_urology,urology,community,156,149,149,0,0,149,0,120,29,0.8053691275167785,0.19463087248322153,0.7344582427401484,0.8609294004145948,26.0,0.21666666666666667,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,29.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,6
mhspc_mcspc,mHSPC/mCSPC,JP,Deep,deep,community_urology,urology,community,177,175,175,0,0,175,0,147,28,0.84,0.16000000000000003,0.7784719905243899,0.8869212960487564,29.0,0.19727891156462585,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,28.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,7
mhspc_mcspc,mHSPC/mCSPC,FR,Scan,scan,community_urology,urology,community,232,222,222,0,0,222,0,183,39,0.8243243243243243,0.17567567567567566,0.7688701695419131,0.868744866837567,45.0,0.2459016393442623,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,27.299999999999997,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,8
mhspc_mcspc,mHSPC/mCSPC,DE,Deep,deep,academic_oncology,urology,academic,152,150,150,0,0,150,0,123,27,0.82,0.18000000000000005,0.7507753195800668,0.8732431513666732,22.0,0.17886178861788618,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,27.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,9
mhspc_mcspc,mHSPC/mCSPC,US,Deep,deep,academic_oncology,urology,academic,107,101,101,0,0,101,0,80,21,0.7920792079207921,0.20792079207920788,0.7029607096328665,0.8597930064492993,21.0,0.2625,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,21.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,10
mhspc_mcspc,mHSPC/mCSPC,JP,Deep,deep,community_oncology,urology,community,120,117,117,0,0,117,0,97,20,0.8290598290598291,0.1709401709401709,0.7506669301682546,0.8865308560245798,22.0,0.2268041237113402,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,1.0,20.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,11
mhspc_mcspc,mHSPC/mCSPC,US,Deep,deep,community_oncology,urology,community,84,83,83,0,0,83,0,59,24,0.7108433734939759,0.28915662650602414,0.6057057654384659,0.7973268825090616,12.0,0.2033898305084746,1.0,0.0,MEDIUM,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,16.799999999999997,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,12
mhspc_mcspc,mHSPC/mCSPC,AU,Scan,scan,community_urology,urology,community,119,113,113,0,0,113,0,90,23,0.7964601769911505,0.20353982300884954,0.7130582204818585,0.8603676826211459,19.0,0.2111111111111111,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,16.099999999999998,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,13
mhspc_mcspc,mHSPC/mCSPC,DE,Deep,deep,mixed_pathway,urology,mixed_or_other,88,86,86,0,0,86,0,66,20,0.7674418604651163,0.2325581395348837,0.6679021685151015,0.8441100841607191,18.0,0.2727272727272727,1.0,0.0,MEDIUM,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,14.0,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,14
mhspc_mcspc,mHSPC/mCSPC,JP,Deep,deep,academic_oncology,urology,academic,54,50,50,0,0,50,0,44,6,0.88,0.12,0.7619492111337642,0.9438247628937535,11.0,0.25,1.0,0.0,MEDIUM,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation,1.0,follow_up_adequacy * (1 - missingness_rate); analytical feasibility only,0.7,4.199999999999999,"eligible-but-not-initiated volume, gap, follow-up/completeness feasibility and data confidence",,NOT COMPUTABLE: no explicit business-value input exists,15
