analysis_type,target,feature_name,feature_type,level,n,event_n,event_rate,reference_n,reference_event_rate,positive_group_mean,negative_group_mean,standardized_mean_difference,log_odds_coefficient,odds_ratio,ci_lower,ci_upper,association_direction,magnitude,missingness,small_cell_flag,evidence_type,causal_interpretation_allowed,limitation,risk_difference
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,metastatic_site,categorical,bone,1190,296,0.24873949579831933,1091.0,0.2612282309807516,,,,-0.06575581604179512,0.9363594803425095,0.7756211542186627,1.1304089266499249,LOWER_RISK,0.06575581604179512,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.012488735182432265
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,metastatic_site,categorical,lymph_node,421,112,0.2660332541567696,1860.0,0.2521505376344086,,,,0.07446441183745192,1.0773070034632795,0.8476111937916642,1.3692485283485933,HIGHER_RISK,0.07446441183745192,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.013882716522361005
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,metastatic_site,categorical,multiple,415,103,0.24819277108433735,1866.0,0.25616291532690244,,,,-0.03970976061718708,0.9610683385579938,0.7519562060562048,1.2283326395069134,LOWER_RISK,0.03970976061718708,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.007970144242565091
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,metastatic_site,categorical,unknown,61,15,0.2459016393442623,2220.0,0.25495495495495496,,,,-0.026835241774503863,0.9735216240070609,0.5435922023550809,1.7434840829270526,LOWER_RISK,0.026835241774503863,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.00905331561069267
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,metastatic_site,categorical,visceral,194,55,0.28350515463917525,2087.0,0.2520364159080019,,,,0.16546926464007158,1.1799466960757283,0.8513822169500822,1.6353104138909427,HIGHER_RISK,0.16546926464007158,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.03146873873117334
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,AU,113,23,0.20353982300884957,2168.0,0.257380073800738,,,,-0.28930407929376906,0.74878448092513,0.47086485392274485,1.1907412375405433,LOWER_RISK,0.28930407929376906,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.05384025079188845
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,CA,165,52,0.3151515151515151,2116.0,0.25,,,,0.32699289840150625,1.3867916287079907,0.9854925428559285,1.95150235828392,HIGHER_RISK,0.32699289840150625,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.06515151515151513
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,CN,379,173,0.45646437994722955,1902.0,0.21451104100946372,,,,1.1229322544097615,3.073854324419642,2.4432381313890295,3.8672367979054214,HIGHER_RISK,1.1229322544097615,0.0,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.24195333893776583
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,DE,385,76,0.1974025974025974,1896.0,0.26635021097046413,,,,-0.3850778087867413,0.6803976932258884,0.5193154624187467,0.891444708368457,LOWER_RISK,0.3850778087867413,0.0,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.06894761356786672
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,FR,222,39,0.17567567567567569,2059.0,0.263234579893152,,,,-0.5072825580685101,0.6021296098645136,0.42114463737970714,0.8608920425328948,LOWER_RISK,0.5072825580685101,0.0,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.08755890421747634
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,JP,342,54,0.15789473684210525,1939.0,0.2717895822588963,,,,-0.6815267866085813,0.5058440865072651,0.3723932757850727,0.6871183141396193,LOWER_RISK,0.6815267866085813,0.0,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.11389484541679107
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,market_code,categorical,US,675,164,0.24296296296296296,1606.0,0.25965130759651306,,,,-0.08743322973415243,0.9162800498709326,0.7441542298713315,1.128219253603712,LOWER_RISK,0.08743322973415243,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.016688344633550095
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,care_setting,categorical,academic_oncology,506,149,0.29446640316205536,1775.0,0.24338028169014084,,,,0.26161213238029074,1.2990225959012087,1.0430030775317232,1.6178856429218835,HIGHER_RISK,0.26161213238029074,0.0,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.05108612147191452
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,care_setting,categorical,community_oncology,200,44,0.22,2081.0,0.2580490148966843,,,,-0.2020400684511948,0.8170621888699012,0.5774203064009495,1.156160621786848,LOWER_RISK,0.2020400684511948,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.0380490148966843
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,care_setting,categorical,community_urology,1185,285,0.24050632911392406,1096.0,0.27007299270072993,,,,-0.1555188215209566,0.8559709661018378,0.7090190380247213,1.033380283906801,LOWER_RISK,0.1555188215209566,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.029566663586805875
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,care_setting,categorical,mixed_pathway,390,103,0.2641025641025641,1891.0,0.2527763088313062,,,,0.06151671870865467,1.063448275862069,0.8303395492676218,1.3619997221997988,HIGHER_RISK,0.06151671870865467,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.011326255271257912
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,provider_specialty,categorical,urology,2281,581,0.25471284524331433,0.0,,,,,0.0,1.0,1.0,1.0,NO_VARIATION,0.0,0.0,False,NOT VERIFIED,False,Feature has one observed level and cannot estimate an association.,
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,provider_volume_band,categorical,HIGH_GE_300,339,118,0.3480825958702065,1942.0,0.2384140061791967,,,,0.53514345792435,1.7076932068056134,1.3349281776418542,2.1845490547075905,HIGHER_RISK,0.53514345792435,0.0,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.10966858969100982
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,provider_volume_band,categorical,LOW_LT_150,667,152,0.22788605697151423,1614.0,0.26579925650557623,,,,-0.20267454332839815,0.816543947860786,0.6607363288831005,1.009092416509219,LOWER_RISK,0.20267454332839815,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.037913199534062
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,provider_volume_band,categorical,MEDIUM_150_299,1275,311,0.24392156862745099,1006.0,0.268389662027833,,,,-0.12857335650212723,0.8793490540816356,0.7278893076766101,1.0623246567290041,LOWER_RISK,0.12857335650212723,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.024468093400382
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,referral_proxy,categorical,NO_PRE_INDEX_REFERRAL,2281,581,0.25471284524331433,0.0,,,,,0.0,1.0,1.0,1.0,NO_VARIATION,0.0,0.0,False,NOT VERIFIED,False,Feature has one observed level and cannot estimate an association.,
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,prior_hospitalization,categorical,NO,2281,581,0.25471284524331433,0.0,,,,,0.0,1.0,1.0,1.0,NO_VARIATION,0.0,0.0,False,NOT VERIFIED,False,Feature has one observed level and cannot estimate an association.,
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,MISSING,74,21,0.28378378378378377,2207.0,0.25373810602628,,,,0.16655630509610392,1.1812300432691105,0.7096224018766001,1.9662632005861922,HIGHER_RISK,0.16655630509610392,0.03244191144234985,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.030045677757503775
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,commercial,162,35,0.21604938271604937,2119.0,0.25766871165644173,,,,-0.2210602592292424,0.8016683709165277,0.545786364691625,1.177515999856603,LOWER_RISK,0.2210602592292424,0.03244191144234985,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.04161932894039236
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,complementary,19,3,0.15789473684210525,2262.0,0.25552608311229,,,,-0.4818118961982906,0.6176632356407638,0.19415221432677107,1.964993672542485,LOWER_RISK,0.4818118961982906,0.03244191144234985,True,NOT VERIFIED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.09763134627018477
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,employee_health,131,18,0.13740458015267176,2150.0,0.2618604651162791,,,,-0.7782837075501625,0.45919344562188025,0.2783095736583221,0.7576405573491471,LOWER_RISK,0.7782837075501625,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.12445588496360732
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,medicaid,70,25,0.35714285714285715,2211.0,0.2514699231117142,,,,0.5111573124791772,1.6672195728799502,1.0170280663974922,2.7330820023875577,HIGHER_RISK,0.5111573124791772,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.10567293403114297
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,medicare,384,87,0.2265625,1897.0,0.26041117554032683,,,,-0.18059818688294535,0.8347707131386427,0.6439948996357208,1.0820615876122166,LOWER_RISK,0.18059818688294535,0.03244191144234985,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.033848675540326834
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,medicare_public,76,17,0.2236842105263158,2205.0,0.25578231292517006,,,,-0.15635007827018502,0.855259730109936,0.49765036409597585,1.4698456159607085,LOWER_RISK,0.15635007827018502,0.03244191144234985,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.03209810239885427
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,national_health_insurance,183,28,0.15300546448087432,2098.0,0.2635843660629171,,,,-0.6699006349212047,0.5117594262759347,0.33928855953846054,0.771902567945519,LOWER_RISK,0.6699006349212047,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.11057890158204275
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,other,91,23,0.25274725274725274,2190.0,0.2547945205479452,,,,0.0027799185232643357,1.0027837860797626,0.6215520757373639,1.61784564942772,HIGHER_RISK,0.0027799185232643357,0.03244191144234985,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.002047267800692476
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,private,81,16,0.19753086419753085,2200.0,0.25681818181818183,,,,-0.3166962103124079,0.7285520481098264,0.4210593307750318,1.2606016492450518,LOWER_RISK,0.3166962103124079,0.03244191144234985,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.05928731762065098
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,private_supplemental,19,4,0.21052631578947367,2262.0,0.2550839964633068,,,,-0.1656535348707601,0.8473397570171763,0.2953956174838363,2.430586716003716,LOWER_RISK,0.1656535348707601,0.03244191144234985,True,NOT VERIFIED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.044557680673833144
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,provincial_public,135,45,0.3333333333333333,2146.0,0.24976700838769805,,,,0.41159588195152463,1.5092244082527946,1.043142754110982,2.1835537902069952,HIGHER_RISK,0.41159588195152463,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.08356632494563526
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,public,188,31,0.16489361702127658,2093.0,0.26278069756330624,,,,-0.5784570246546211,0.5607629427792915,0.37787577753962814,0.8321652158863604,LOWER_RISK,0.5784570246546211,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.09788708054202966
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,rural,75,28,0.37333333333333335,2206.0,0.25067996373526746,,,,0.5835621565071651,1.792411924119241,1.1154874786511104,2.8801224282766555,HIGHER_RISK,0.5835621565071651,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.12265336959806589
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,self_pay_other,35,16,0.45714285714285713,2246.0,0.25155832591273375,,,,0.922677150960983,2.5160171393593145,1.2971588532901162,4.880159611518309,HIGHER_RISK,0.922677150960983,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.20558453123012338
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,statutory,307,63,0.20521172638436483,1974.0,0.2624113475177305,,,,-0.31532385428637355,0.729552567280558,0.5438846346568285,0.9786026567223793,LOWER_RISK,0.31532385428637355,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.05719962113336566
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,urban_employee,153,74,0.48366013071895425,2128.0,0.23825187969924813,,,,1.096652318556658,2.9941258481271493,2.149536762517384,4.170568166475181,HIGHER_RISK,1.096652318556658,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.24540825101970612
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,insurance_type,categorical,urban_resident,98,47,0.47959183673469385,2183.0,0.24461749885478698,,,,1.0460436635744412,2.846367624220077,1.896213005800367,4.272625821796098,HIGHER_RISK,1.0460436635744412,0.03244191144234985,False,ASSOCIATED,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.23497433787990687
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,calendar_period,categorical,2019_2020,818,219,0.26772616136919314,1463.0,0.24743677375256323,,,,0.10665994999532544,1.1125558655201173,0.915520603841973,1.351996392772466,HIGHER_RISK,0.10665994999532544,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.020289387616629906
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,calendar_period,categorical,2021_2022,779,198,0.25417201540436457,1502.0,0.25499334221038616,,,,-0.0035240565999753223,0.9964821455997113,0.8170629166558202,1.2153001271471067,LOWER_RISK,0.0035240565999753223,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.0008213268060215939
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,calendar_period,categorical,2023_2024,684,164,0.23976608187134502,1597.0,0.26111458985597996,,,,-0.1124705056149396,0.8936237036014426,0.7259376176295258,1.1000440041197823,LOWER_RISK,0.1124705056149396,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.021348507984634946
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,age_band,categorical,65_74,1003,262,0.2612163509471585,1278.0,0.24960876369327073,,,,0.0612309620838568,1.0631444318868934,0.8797727350507634,1.2847364302405755,HIGHER_RISK,0.0612309620838568,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.011607587253887774
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,age_band,categorical,GE_75,637,163,0.25588697017268447,1644.0,0.2542579075425791,,,,0.009794346056339444,1.009842467641849,0.8189454123512054,1.245237831573131,HIGHER_RISK,0.009794346056339444,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.0016290626301053712
UNIVARIATE_ASSOCIATION,non_initiated_within_90_days,age_band,categorical,LT_65,641,156,0.24336973478939158,1640.0,0.25914634146341464,,,,-0.08247743200842243,0.9208322189560716,0.745440815718121,1.1374906734221504,LOWER_RISK,0.08247743200842243,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.015776606674023058
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,age_at_index,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,69.41056218057922,69.11958762886599,0.035092950581496245,0.03511442656148069,1.0357382179820727,0.9347698510013943,1.1476125968755484,HIGHER_RISK,0.03511442656148069,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,comorbidity_score,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,1.6541737649063033,1.6268041237113402,0.021083058846745422,0.021044060601431158,1.021267048286601,0.9219485389533424,1.131284816721001,HIGHER_RISK,0.021044060601431158,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,frailty_proxy,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,0.30633901192504254,0.30871134020618557,-0.014503343015075821,-0.014516094283155877,0.9855887562602167,0.8894945970067374,1.0920641898617436,LOWER_RISK,0.014516094283155877,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,access_index,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,0.6688756388415673,0.6756237113402062,-0.04139495965950807,-0.0413519003422226,0.9594914251711932,0.8660971973253875,1.0629566725536634,LOWER_RISK,0.0413519003422226,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,prior_healthcare_utilization_180d,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,2.282793867120954,2.2938144329896906,-0.02136276407496042,-0.021378622438507574,0.9788482804763473,0.8834217065762894,1.0845827638815888,LOWER_RISK,0.021378622438507574,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,prior_treatment_count,numeric,PER_SD,1557,587,0.37700706486833657,,,,,,,1.0,1.0,1.0,NO_VARIATION,0.0,0.0,,NOT VERIFIED,,Feature has zero variance in this target risk set.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,time_since_diagnosis_days,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,49.86201022146508,48.95876288659794,0.04548550159849975,0.045431163348054915,1.0464789660261775,0.9446231583294543,1.1593175719637345,HIGHER_RISK,0.045431163348054915,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,time_since_metastasis_days,numeric,PER_SD,1557,587,0.37700706486833657,970.0,0.0,49.86201022146508,48.95876288659794,0.04548550159849975,0.045431163348054915,1.0464789660261775,0.9446231583294543,1.1593175719637345,HIGHER_RISK,0.045431163348054915,0.0,False,OBSERVED DESCRIPTIVE,False,Univariate association; confounding and synthetic generation effects remain.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,prior_treatment_status,categorical,NO_PRIOR_TREATMENT,1557,587,0.37700706486833657,0.0,,,,,0.0,1.0,1.0,1.0,NO_VARIATION,0.0,0.0,False,NOT VERIFIED,False,Feature has one observed level and cannot estimate an association.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,disease_state,categorical,mHSPC,1557,587,0.37700706486833657,0.0,,,,,0.0,1.0,1.0,1.0,NO_VARIATION,0.0,0.0,False,NOT VERIFIED,False,Feature has one observed level and cannot estimate an association.,
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,metastatic_site,categorical,bone,818,315,0.38508557457212717,739.0,0.3680649526387009,,,,0.07233570444809377,1.075016171205233,0.8755542082920263,1.3199180101105836,HIGHER_RISK,0.07233570444809377,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.01702062193342624
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,metastatic_site,categorical,lymph_node,289,110,0.3806228373702422,1268.0,0.37618296529968454,,,,0.020206032429755952,1.020411556242617,0.7845866640039876,1.3271188408935122,HIGHER_RISK,0.020206032429755952,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.004439872070557682
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,metastatic_site,categorical,multiple,285,100,0.3508771929824561,1272.0,0.3828616352201258,,,,-0.13586698729058538,0.8729587393738337,0.6678810603745703,1.1410069934035345,LOWER_RISK,0.13586698729058538,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.031984442237669664
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,metastatic_site,categorical,unknown,42,18,0.42857142857142855,1515.0,0.37557755775577556,,,,0.22710980229573854,1.2549676587052732,0.6801284853296562,2.3156563184275756,HIGHER_RISK,0.22710980229573854,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,0.05299387081565299
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,metastatic_site,categorical,visceral,123,44,0.35772357723577236,1434.0,0.3786610878661088,,,,-0.08539210174616066,0.9181522047294209,0.6265494630876448,1.3454699440570315,LOWER_RISK,0.08539210174616066,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.020937510630336442
UNIVARIATE_ASSOCIATION,discontinued_within_12_months,market_code,categorical,AU,80,22,0.275,1477.0,0.3825321597833446,,,,-0.4770336551269649,0.620621641841801,0.3774050309117965,1.020577869330076,LOWER_RISK,0.4770336551269649,0.0,False,OBSERVED DESCRIPTIVE,False,One-versus-rest descriptive odds ratio with 0.5 continuity correction; not adjusted or causal.,-0.10753215978334457
