pathway,pathway_label,segment_dimension,segment_value,window_days,market_depth_context,n,eligible_n,eligible_observed_n,eligible_proxy_n,eligibility_uncertain_n,evaluable_eligible_n,censored_before_window_n,initiated_n,eligible_but_not_initiated_n,initiation_rate,treatment_gap,wilson_95_lower,wilson_95_upper,non_intensified_n,non_intensified_rate,follow_up_adequacy,missingness_rate,confidence_category,actionability,conclusion_type,initiation_event_type
mhspc_mcspc,mHSPC/mCSPC,market,JP,60,deep,351,342,342,0,0,342,0,273,69,0.7982456140350878,0.20175438596491224,0.7525073649198304,0.8373580532369211,60.0,0.21978021978021978,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market,JP,90,deep,351,342,342,0,0,342,0,288,54,0.8421052631578947,0.1578947368421053,0.7996864990492724,0.8769238335422954,62.0,0.2152777777777778,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market,US,30,deep,705,675,675,0,0,675,0,84,591,0.12444444444444444,0.8755555555555555,0.10164753412261282,0.1514919316968066,19.0,0.2261904761904762,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market,US,60,deep,705,675,675,0,0,675,0,350,325,0.5185185185185185,0.4814814814814815,0.4808260460953984,0.5560013964184369,84.0,0.24,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market,US,90,deep,705,675,675,0,0,675,0,511,164,0.7570370370370371,0.24296296296296294,0.7232869965861486,0.787877905505886,121.0,0.23679060665362034,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market_group,Deep,30,deep,1452,1402,1402,0,0,1402,0,201,1201,0.1433666191155492,0.8566333808844508,0.1259959299039644,0.16268637968198035,49.0,0.24378109452736318,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market_group,Deep,60,deep,1452,1402,1402,0,0,1402,0,884,518,0.630527817403709,0.369472182596291,0.604937824819204,0.6554044498723403,206.0,0.2330316742081448,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market_group,Deep,90,deep,1452,1402,1402,0,0,1402,0,1108,294,0.7902995720399429,0.20970042796005706,0.768210942376044,0.8108016576209968,249.0,0.22472924187725632,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market_group,Scan,30,scan,917,879,879,0,0,879,0,74,805,0.08418657565415244,0.9158134243458476,0.06759041758170731,0.10440147768013805,20.0,0.2702702702702703,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market_group,Scan,60,scan,917,879,879,0,0,879,0,371,508,0.42207053469852107,0.5779294653014789,0.3898283576882613,0.45499091679993686,83.0,0.22371967654986524,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,market_group,Scan,90,scan,917,879,879,0,0,879,0,592,287,0.6734926052332195,0.3265073947667805,0.6417950619371953,0.7036802758810496,130.0,0.2195945945945946,1.0,0.0,MEDIUM,DIRECTIONAL_ONLY,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,disease_state,mCRPC,30,mixed,177,168,168,0,0,168,0,17,151,0.10119047619047619,0.8988095238095238,0.06414150874537254,0.15607059356279968,5.0,0.29411764705882354,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,disease_state,mCRPC,60,mixed,177,168,168,0,0,168,0,93,75,0.5535714285714286,0.4464285714285714,0.4780357736540186,0.6267118543941375,24.0,0.25806451612903225,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,disease_state,mCRPC,90,mixed,177,168,168,0,0,168,0,118,50,0.7023809523809523,0.29761904761904767,0.629346041395244,0.7663672201200119,32.0,0.2711864406779661,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,disease_state,mHSPC,30,mixed,2192,2113,2113,0,0,2113,0,258,1855,0.12210127780407004,0.87789872219593,0.10882279964117689,0.13675136141083566,64.0,0.24806201550387597,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,disease_state,mHSPC,60,mixed,2192,2113,2113,0,0,2113,0,1162,951,0.5499290108849977,0.4500709891150023,0.5286445591117535,0.5710322424023515,265.0,0.22805507745266781,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,disease_state,mHSPC,90,mixed,2192,2113,2113,0,0,2113,0,1582,531,0.7486985328916232,0.25130146710837675,0.7297633514665529,0.7667310484923291,347.0,0.2193426042983565,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,active_surveillance_status,<missing>,30,mixed,2369,2281,2281,0,0,2281,0,275,2006,0.12056115738711091,0.8794388426128891,0.10783225290274465,0.1345659947482085,69.0,0.2509090909090909,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,active_surveillance_status,<missing>,60,mixed,2369,2281,2281,0,0,2281,0,1255,1026,0.5501972818939062,0.44980271810609385,0.5297142062511541,0.57051155994638,289.0,0.2302788844621514,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,active_surveillance_status,<missing>,90,mixed,2369,2281,2281,0,0,2281,0,1700,581,0.7452871547566856,0.2547128452433144,0.7270044800447014,0.7627450063091884,379.0,0.22294117647058823,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,academic_oncology,30,mixed,527,506,506,0,0,506,0,52,454,0.10276679841897234,0.8972332015810277,0.0792322028687286,0.13228761034384562,10.0,0.19230769230769232,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,academic_oncology,60,mixed,527,506,506,0,0,506,0,258,248,0.5098814229249012,0.49011857707509876,0.4664135102147863,0.5532004247799259,59.0,0.22868217054263565,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,academic_oncology,90,mixed,527,506,506,0,0,506,0,357,149,0.7055335968379447,0.2944664031620553,0.6643892626345755,0.7435805852554358,80.0,0.22408963585434175,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,community_oncology,30,deep,204,200,200,0,0,200,0,41,159,0.205,0.795,0.15486094831106376,0.26625819518074556,8.0,0.1951219512195122,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,community_oncology,60,deep,204,200,200,0,0,200,0,139,61,0.695,0.30500000000000005,0.6280132012185453,0.7546368564733095,29.0,0.20863309352517986,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,community_oncology,90,deep,204,200,200,0,0,200,0,156,44,0.78,0.21999999999999997,0.7176107720803744,0.8318354646053661,34.0,0.21794871794871795,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,community_urology,30,mixed,1233,1185,1185,0,0,1185,0,141,1044,0.1189873417721519,0.8810126582278481,0.10177241681513727,0.1386646607568454,42.0,0.2978723404255319,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,community_urology,60,mixed,1233,1185,1185,0,0,1185,0,658,527,0.5552742616033756,0.44472573839662444,0.5268466766511162,0.583344622172882,158.0,0.24012158054711247,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,community_urology,90,mixed,1233,1185,1185,0,0,1185,0,900,285,0.759493670886076,0.240506329113924,0.7343455417479765,0.782964754257816,199.0,0.22111111111111112,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,mixed_pathway,30,mixed,405,390,390,0,0,390,0,41,349,0.10512820512820513,0.8948717948717949,0.07844345616280823,0.13951625149631156,9.0,0.21951219512195122,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,mixed_pathway,60,mixed,405,390,390,0,0,390,0,200,190,0.5128205128205128,0.4871794871794872,0.4633299226419527,0.5620609959405434,43.0,0.215,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,care_setting,mixed_pathway,90,mixed,405,390,390,0,0,390,0,287,103,0.735897435897436,0.26410256410256405,0.6899955116878211,0.7771973902301073,66.0,0.22996515679442509,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,provider_specialty,urology,30,mixed,2369,2281,2281,0,0,2281,0,275,2006,0.12056115738711091,0.8794388426128891,0.10783225290274465,0.1345659947482085,69.0,0.2509090909090909,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,provider_specialty,urology,60,mixed,2369,2281,2281,0,0,2281,0,1255,1026,0.5501972818939062,0.44980271810609385,0.5297142062511541,0.57051155994638,289.0,0.2302788844621514,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,provider_specialty,urology,90,mixed,2369,2281,2281,0,0,2281,0,1700,581,0.7452871547566856,0.2547128452433144,0.7270044800447014,0.7627450063091884,379.0,0.22294117647058823,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,academic,30,mixed,527,506,506,0,0,506,0,52,454,0.10276679841897234,0.8972332015810277,0.0792322028687286,0.13228761034384562,10.0,0.19230769230769232,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,academic,60,mixed,527,506,506,0,0,506,0,258,248,0.5098814229249012,0.49011857707509876,0.4664135102147863,0.5532004247799259,59.0,0.22868217054263565,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,academic,90,mixed,527,506,506,0,0,506,0,357,149,0.7055335968379447,0.2944664031620553,0.6643892626345755,0.7435805852554358,80.0,0.22408963585434175,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,community,30,mixed,1437,1385,1385,0,0,1385,0,182,1203,0.13140794223826716,0.8685920577617329,0.1146298533784387,0.15022511640357242,50.0,0.27472527472527475,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,community,60,mixed,1437,1385,1385,0,0,1385,0,797,588,0.5754512635379061,0.4245487364620939,0.5492462487435974,0.6012388749738948,187.0,0.23462986198243413,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,community,90,mixed,1437,1385,1385,0,0,1385,0,1056,329,0.7624548736462093,0.23754512635379066,0.7393345767484437,0.7841232459435031,233.0,0.2206439393939394,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,mixed_or_other,30,mixed,405,390,390,0,0,390,0,41,349,0.10512820512820513,0.8948717948717949,0.07844345616280823,0.13951625149631156,9.0,0.21951219512195122,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,mixed_or_other,60,mixed,405,390,390,0,0,390,0,200,190,0.5128205128205128,0.4871794871794872,0.4633299226419527,0.5620609959405434,43.0,0.215,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,academic_vs_community,mixed_or_other,90,mixed,405,390,390,0,0,390,0,287,103,0.735897435897436,0.26410256410256405,0.6899955116878211,0.7771973902301073,66.0,0.22996515679442509,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,65-74,30,mixed,1036,1003,1003,0,0,1003,0,117,886,0.11665004985044865,0.8833499501495513,0.09823059625375016,0.13799484377574406,30.0,0.2564102564102564,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,65-74,60,mixed,1036,1003,1003,0,0,1003,0,555,448,0.5533399800598205,0.44666001994017945,0.5224271840911731,0.5838457390776749,119.0,0.21441441441441442,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,65-74,90,mixed,1036,1003,1003,0,0,1003,0,741,262,0.7387836490528414,0.26121635094715856,0.7107220000979676,0.7650231419382773,157.0,0.21187584345479082,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,75-84,30,mixed,588,565,565,0,0,565,0,82,483,0.14513274336283186,0.8548672566371681,0.1184839962846431,0.1765745929605879,23.0,0.2804878048780488,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,75-84,60,mixed,588,565,565,0,0,565,0,319,246,0.5646017699115045,0.43539823008849554,0.5234181053705659,0.6049128746421478,82.0,0.25705329153605017,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,75-84,90,mixed,588,565,565,0,0,565,0,421,144,0.7451327433628319,0.25486725663716814,0.7076265603233062,0.7793279802728809,101.0,0.23990498812351543,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,85+,30,mixed,79,72,72,0,0,72,0,9,63,0.125,0.875,0.06717708293105555,0.22081262192749168,1.0,0.1111111111111111,1.0,0.0,MEDIUM,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,85+,60,mixed,79,72,72,0,0,72,0,37,35,0.5138888888888888,0.48611111111111116,0.40069555910198956,0.625675192569916,10.0,0.2702702702702703,1.0,0.0,MEDIUM,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,85+,90,mixed,79,72,72,0,0,72,0,53,19,0.7361111111111112,0.26388888888888884,0.6242391943879235,0.8240635840344728,13.0,0.24528301886792453,1.0,0.0,MEDIUM,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,<65,30,mixed,666,641,641,0,0,641,0,67,574,0.10452418096723869,0.8954758190327613,0.08314921359061944,0.13061118896405444,15.0,0.22388059701492538,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,<65,60,mixed,666,641,641,0,0,641,0,344,297,0.5366614664586583,0.4633385335413417,0.49795411772120535,0.5749319988072569,78.0,0.22674418604651161,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,age_band,<65,90,mixed,666,641,641,0,0,641,0,485,156,0.7566302652106084,0.2433697347893916,0.721945045843368,0.7882577698558673,108.0,0.22268041237113403,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,0-1,30,mixed,1168,1133,1133,0,0,1133,0,148,985,0.13062665489849956,0.8693733451015004,0.11224553032817743,0.1515041424494549,31.0,0.20945945945945946,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,0-1,60,mixed,1168,1133,1133,0,0,1133,0,634,499,0.559576345984113,0.440423654015887,0.5305160015356047,0.5882340512421964,135.0,0.21293375394321767,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,0-1,90,mixed,1168,1133,1133,0,0,1133,0,864,269,0.7625772285966461,0.23742277140335388,0.7369391764543016,0.7864406857886002,187.0,0.21643518518518517,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,2-3,30,mixed,952,915,915,0,0,915,0,106,809,0.11584699453551912,0.8841530054644808,0.09669699609267421,0.13820921625121618,35.0,0.330188679245283,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,2-3,60,mixed,952,915,915,0,0,915,0,509,406,0.5562841530054645,0.4437158469945355,0.5239234582005278,0.5881742091231982,139.0,0.2730844793713163,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,2-3,90,mixed,952,915,915,0,0,915,0,690,225,0.7540983606557377,0.24590163934426235,0.7251718120374705,0.7809001812201267,172.0,0.2492753623188406,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,4+,30,mixed,249,233,233,0,0,233,0,21,212,0.09012875536480687,0.9098712446351931,0.0597048469942737,0.13384898814279683,3.0,0.14285714285714285,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,4+,60,mixed,249,233,233,0,0,233,0,112,121,0.48068669527896996,0.5193133047210301,0.4173675868823956,0.5446323320507648,15.0,0.13392857142857142,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,comorbidity_band,4+,90,mixed,249,233,233,0,0,233,0,146,87,0.6266094420600858,0.37339055793991416,0.5629178423214258,0.686193800227856,20.0,0.136986301369863,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,metastatic_site,bone,30,mixed,1235,1190,1190,0,0,1190,0,124,1066,0.10420168067226891,0.8957983193277311,0.08809750165267846,0.12285309681867651,31.0,0.25,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,metastatic_site,bone,60,mixed,1235,1190,1190,0,0,1190,0,647,543,0.5436974789915966,0.4563025210084034,0.5153020052708122,0.5718117290805456,150.0,0.23183925811437403,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
mhspc_mcspc,mHSPC/mCSPC,metastatic_site,bone,90,mixed,1235,1190,1190,0,0,1190,0,894,296,0.7512605042016807,0.24873949579831933,0.7259169723602196,0.7749870001600879,196.0,0.21923937360178972,1.0,0.0,HIGH,ACTIONABLE_DESCRIPTIVE,DESCRIPTIVE,treatment_initiation
