Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
4fa643ae-1f58-3c2e-9f33-0ba56345ad10,COMPASSIONATE HEALTH CARE GROUP LLC,361 MAIN ST,WAREHAM,MA,025712153,41.761384899999996,-70.71911431737183,7746787319,0.0,52
e98ef46c-e94c-34bc-9cf5-134d8ddcbac5,COMMUNITY VISITING NURSE AGENCY  INC.,10 EMORY ST,ATTLEBORO,MA,027033002,41.9447388,-71.27972821642685,5082220118,0.0,2
fa34d205-5ac2-3ba2-80a4-bef345dc57f5,MEDFORD VISITING NURSING ASSOCIATION,37 BROADWAY,ARLINGTON,MA,024745552,42.408086,-71.135914,7816436090,0.0,1
fb4a08b8-57ee-382b-b3cb-43d94f1bb4c0,STANLEY STREET TREATMENT AND RESOURCES  INC,1010 SOUTH MAIN STREET,FALL RIVER,MA,027242855,41.690775450000004,-71.16515282264554,5086751054,0.0,34
3d5fbf38-c781-3e04-8c7e-5a402611b7d4,DAVIS SQUARE FAMILY PRACTICE,260 ELM ST,SOMERVILLE,MA,021442951,42.3955992,-71.1227391,6176669577,0.0,55
94ac48ba-e215-3ab9-ba88-a0b926d29cef,MEDFORD REHABILITATION AND NURSING CENTER,300 WINTHROP STREET,MEDFORD,MA,021552311,42.421527,-71.11834,7813964400,0.0,9
0334ad53-5d57-384e-a411-63b075139c06,SACHEM CENTER FOR HEALTH & REHABILITATION,66 CENTRAL STREET,EAST BRIDGEWATER,MA,023331913,42.03160525,-70.9572577506426,5083787227,0.0,7
8ce066ae-10ad-3679-9272-387e8cb21947,NEWBURYPORT FAMILY PRACTICE P.C.,3 CHERRY ST,NEWBURYPORT,MA,019503928,42.80038345,-70.87664535540449,9784657322,0.0,17
f438b8e0-d856-328a-b193-2b014fc4cb97,D'YOUVILLE SENIOR CARE,981 VARNUM AVENUE,LOWELL,MA,018541913,42.64591185,-71.36487149058269,9784545681,0.0,6
936ceb96-2b12-371f-aa68-ee02a9c06f4c,PRIMARY CARE NORTH PC,225 BOSTON ST,LYNN,MA,019043124,42.470497449999996,-70.96003668151566,7815959581,0.0,111
7b7ce654-a413-37d1-9d34-97240c0ac580,WOONSOCKET URGENT CARE PC,1 WRENTHAM ST,BELLINGHAM,MA,020192532,42.025037350000005,-71.48945118224057,5083184466,0.0,400
3e97ce4f-3ad7-3cea-883f-e2bb4ca89d83,HALLMARK HEALTH URGENT CARE PHYSICIANS LLC,30 NEW CROSSING RD,READING,MA,018673270,42.51809619399502,-71.0959083715027,7812801699,0.0,1
d5920b72-ac1a-3ec4-81ca-e3b75cb7aadd,Causeway OPC,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,800-865-3384,0.0,132
552ede7f-2ba4-39ef-9217-29d27b89b8a7,LAKEVIEW HOUSE SKLD NRSG  AND RESIDENTIAL CARE FAC,87 SHATTUCK STREET,HAVERHILL,MA,018302319,42.796917699999995,-71.05216081525802,9783721081,0.0,2
c6b019eb-28ec-36f6-abf3-bcc4d1d58966,DUTTON FAMILY CARE ASSOCIATES LLP,33 AVON ST,WAKEFIELD,MA,018802310,42.50403445,-71.07462951514611,7812450402,0.0,57
06376cbe-4880-384b-b459-7ce3eef36ced,HEALTHFIRST FAMILY CARE CENTER INC,387 QUARRY ST,FALL RIVER,MA,027231026,41.6932713,-71.1402431739568,5086798111,0.0,79
2836d9ac-c6a6-39d1-8f13-fdf0fc8928f4,TEWKSBURY HOSPITAL,365 EAST ST,TEWKSBURY,MA,018761950,42.6069472,-71.2180803,9788517321,0.0,73
a2f8d8fe-665e-390f-8b9b-efdc0b14a77c,LOWELL COMMUNITY HEALTH CENTER,161 JACKSON ST,LOWELL,MA,018522103,42.6425382,-71.3093946,9783228590,0.0,42
4fa8411f-42f8-3353-8947-bf15254c9dee,GREENWOOD NURSING & REHABILITATION CENTER,90 GREENWOOD STREET,WAKEFIELD,MA,018804039,42.476321150000004,-71.06922169005762,7812460211,0.0,13
4705a8fd-19cd-32c1-8b3e-34bcfe84d0bd,WELLNESS ON WHEELS PC,55 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601607,41.983529,-71.332241,5083164141,0.0,256
578b56de-fe9c-32e1-aea4-876f8bc01e9c,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,027205211,41.707406500000005,-71.14593659462452,5082357600,0.0,131
18a96051-91f4-3cba-af96-056ea14dfee0,ANNA JAQUES HOSPITAL SUBACUTE UNIT,25 HIGHLAND AVENUE,NEWBURYPORT,MA,019503872,42.81369325,-70.89091645747592,9784631056,0.0,3
07ae483b-b351-3add-8b05-afba832b88ea,STONEHEDGE HEALTH CARE CENTER,5 REDLANDS ROAD,WEST ROXBURY,MA,021321506,42.2879347,-71.15108161583282,6173276325,0.0,2
b44955d1-f0e2-3beb-a013-708a81dbe430,SIGNATURE HEALTHCARE MEDICAL GROUP INC,680 CENTRE ST,WEST BRIDGEWATER,MA,023791600,42.0219112,-71.019004,5089417000,0.0,49
c1986c0c-f756-3596-8f90-08adacf220fe,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,73 CHESTNUT STREET,SAUGUS,MA,019061605,42.4573919,-70.9918055,7812338123,0.0,15
1853aeef-5897-326a-80d6-aa4b0459eb6d,BARRINGTON URGENT CARE PC,381 WICKENDEN ST,ATTLEBORO,MA,027032247,41.9438129,-71.2806515,4014337550,0.0,6
94dda4e1-7476-367a-b1f8-37ea7f61a1b7,WHITTIER REHABILITATION HOSPITAL - BRADFORD,145 WARD HILL AVENUE,WESTBOROUGH,MA,015811017,42.2694308,-71.6129907,9783728000,0.0,140
2ca615f3-87f7-3283-a447-d919a883b676,HANOVER FAMILY HEALTH & URGENT CARE PC,1399 WASHINGTON ST,HANOVER,MA,023391653,42.1441354,-70.8440854,7818290895,0.0,3
0a689d33-2b0d-3942-8de8-e28812e91c69,MEASURED WELLNESS LLC,47 SEAVERNS AVE # 5,BROOKLINE,MA,024463806,42.3317642,-71.1211635,5137482498,0.0,30
6e517750-a29e-3170-a02b-5733ff523458,TREE OF LIFE HEALTHCARE ASSOCIATES,101 BARRY RD,WORCESTER,MA,016091275,42.3030701,-71.8333408960994,5087677931,0.0,27
1aa9084e-2b86-3d6e-93ab-dbe6d4dda601,CARLETON-WILLARD VILLAGE RETIREMENT & NURSING CTR,100 OLD BILLERICA RD,BEDFORD,MA,017301267,42.499905749999996,-71.25668964877971,7812758700,0.0,1
83a08dcf-7ed6-3d2e-afc0-a72c05d2563c,GREATER LAWRENCE FAMILY HEALTH CENTER INC,755 MAIN ST,HAVERHILL,MA,018302166,42.797835,-71.0878121,9786860090,0.0,32
25c85bcc-7e25-36bc-89e8-08e0d473db23,A&A HEALTHCARE LLC,138 S MAIN ST STE 14,MILFORD,MA,017573272,42.1270746,-71.51639128815474,5082414877,0.0,151
d9b71ccf-6649-3555-9e99-44eac0af257f,SERENITY HILL NURSING CENTER,655 DEDHAM ST,WRENTHAM,MA,020931135,42.084901,-71.30689224201797,5083843400,0.0,211
f002fb4c-544a-3139-b3f1-439864d5474a,OC SAUGUS CENTER LLC,266 LINCOLN AVE,SAUGUS,MA,019063037,42.44952884999999,-70.99452689295308,8455444089,0.0,4
cbebae9e-f95e-3d2c-9712-289ea8d6aeec,ARBOUR HOSPITAL  THE,49 ROBINWOOD AVENUE,QUINCY,MA,021698130,42.2509914,-71.0037374,6175224400,0.0,1
5862e05c-9533-3f7a-8f73-215d50f5ee2f,HEBREW REHABILITATION CENTER,1200 CENTRE ST,ROSLINDALE,MA,021311000,42.29768,-71.130463,6173258000,0.0,12
ec7e487e-7e78-3eac-a9ee-37f8de98a0f9,COLONY CENTER FOR HEALTH & REHABILITATION,277 WASHINGTON STREET,ABINGTON,MA,023512489,42.10060947239023,-70.94967338146704,7818710200,0.0,3
ad482681-b4c4-3fce-ac59-78c83d31b0ba,BEAR MT FRANKLIN LLC,130 CHESTNUT ST,FRANKLIN,MA,020383903,42.08345955,-71.38413379825735,5085284600,0.0,7
ce9c1582-994d-32bf-835c-474a249d2804,KINDRED AT HOME,275 MARTINE STREET  SUITE 104,FALL RIVER,MA,027231500,41.68393816525316,-71.1220830626733,5086720675,0.0,5
2bde75a8-708f-3930-8d57-100ab365d413,WELLESLEY FAMILY CARE ASSOCIATES  PC,173 WORCESTER ST,WELLESLEY,MA,024815521,42.2964859,-71.2925571,7812357900,0.0,75
845fbd9b-2d1c-39a8-8261-28ae40e4fab2,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,UPTON,MA,015681431,42.1700209025178,-71.59409308099494,5084731190,0.0,253
bac9dc0c-cb0f-3fa6-aa12-819dd0fb922a,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021452935,42.3875968,-71.0994968,6176651000,0.0,16
84d5768f-3a21-3da9-aad2-bbf7a3ae2700,LOWELL FAMILY MEDICAL CARE PC,817 MERRIMACK ST,LOWELL,MA,018543548,42.650296999999995,-71.32263756223612,9784530550,0.0,36
ecd3b321-0a8a-3ce6-81f0-982dd77fce43,ANNA JAQUES HOSPITAL SUBACUTE UNIT,25 HIGHLAND AVE,NEWBURYPORT,MA,019503867,42.81369325,-70.89091645747592,9784631000,0.0,2
9a20d707-68e4-32c0-b2b2-2f5d5c2012cd,CLARITY HEALTH & WELLNESS LLC,131 CAMBRIDGE ST STE 1,BURLINGTON,MA,018033711,42.50284395,-71.19574553661971,7812652572,0.0,37
a25107f7-f4f5-36fc-98e4-f3e1b5875c91,MASS GENERAL BRIGHAM URGENT CARE LLC,1285 BEACON ST,WOBURN,MA,018012157,42.4979478,-71.1684508,6177516205,0.0,4
bdd9ad72-443a-3563-a626-4c45f6d058b2,COMFORT HOME CARE  LLC,147 PELHAM STREET,WORCESTER,MA,016072105,42.265209,-71.814005,9786854700,0.0,3
05fcf001-ab24-3d7d-85f7-f64942d82738,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,250 POND STREET,FRAMINGHAM,MA,017014592,42.2838619,-71.4093719,7818485353,0.0,182
e5d50afe-8c7d-35f5-96f5-fb8941403b0f,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,125 S CLARK ST STE 900,FALL RIVER,MA,02722,41.74223,-71.129706,3124657900,0.0,36
89171335-b9c0-3326-98d6-a837d432b9fd,WHITTIER REHABILTATION HOSPITAL,150 FLANDERS ROAD,LYNN,MA,019042915,42.466763,-70.9494939,5088712063,0.0,178
217cb6f6-e822-3831-9d9d-ffa104971042,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,2 REHABILITATION WAY,WOBURN,MA,018016003,42.46352265,-71.161925472006,7819355050,0.0,178
8a6e21d0-da20-3378-8176-4e5ad2b51983,TIMOTHY DANIELS HOUSE,84 ELM STREET,HOLLISTON,MA,017462138,42.20234485,-71.42493275079366,5084294566,0.0,19
121b0ad1-1beb-3caa-9271-3d3f726bb727,PATRIOT URGENT CARE PROFESSIONALS PC,1030 MAIN STREET,WALTHAM,MA,024517447,42.375828,-71.2527956,7818946900,0.0,2
883f57b8-89c6-3dc4-b6da-047705c88623,SOUTHCOAST HOSPITALS GROUP INC,363 HIGHLAND AVE,FALL RIVER,MA,027203703,41.7093779,-71.1460783680883,5086793131,0.0,102
f6ba791e-fe68-3596-bef4-60751db6a60e,VNA & HOSPICE OF GREATER MILFORD,37 BIRCH STREET,MILFORD,MA,017575501,42.1424349,-71.48943173357203,5084730862,0.0,24
485ae27b-c5ba-3fd0-9a16-c9eea20be185,KINDRED  HOSPICE,275 MARTINE STREET  SUITE 202,FALL RIVER,MA,027231518,41.68393816525316,-71.1220830626733,5086720580,0.0,6
c709c5eb-ddd7-3778-84f7-0931a4d1c718,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,1200 CENTRE ST,ROSLINDALE,MA,021311000,42.29768,-71.130463,6179715766,0.0,22
c05d73d0-b348-32ce-9fe5-13a720950f37,URGENT HELP CHELMSFORD PC,45 DRUM HILL RD,CHELMSFORD,MA,018241503,42.6255635,-71.3615131,9784467515,0.0,4
0592d4e5-a0fb-3143-83cd-8e5a6b066a96,SOUTH SHORE PRIMARY AND URGENT CARE LLC,20 EAST ST,HANOVER,MA,023391638,42.1278249,-70.82664947485381,7815610460,0.0,2
7b5bf0fc-c5c0-3f22-980b-fdfff326a9b4,WOONSOCKET URGENT CARE PC,40 CUMBERLAND AVE,NORTH ATTLEBORO,MA,027604445,41.9316677,-71.35407469790115,7812550500,0.0,49
6aae7a31-90df-3455-ad8d-81f8cf2d21e8,BROCKTON HOSPITAL  INC.,680 CENTRE ST,BROCKTON,MA,023023308,42.0872752,-70.9910738855076,5089417000,0.0,87
